eng_full,no,title,year
"A COMPARISON OF INTELLECTUALLY SUPERIOR PRESCHOOL ACCELERATED READERS AND NONREADERS - 4 YEARS LATER   This study examined the reading/written language abilities of a group of intellectually superior eight- and nine-year-old students who had been identified as Accelerated Readers and Nonreaders at the age of four years. All subjects had previously participated in a study that examined specific factors in a supportive home environment related to the early development of accelerated reading abilities. During the origmaistudy, all Accelerated Readers read at a mid-first- to fifth-grade level; verbally produced vowel and consonant sounds when shown corresponding letters, and performed well when involved in inventive spelling activities. Nonreaders read no words and exhibited limited knowledge of letter-sound correspondences. When retested at the age of eight and nine years, the Accelerated Readers scored significantly higher than the Nonreaders on subtests measuring word attack and dictation: However, no significant differences were found on subtests measuring word recognition or comprehension. A review of school based data indicated that the majority of the subjects in the two groups had been provided the same type of basal reading instruction upon entry into elementary school despite significant differences in their reading capabilities at the age of four years.",869.0,A COMPARISON OF INTELLECTUALLY SUPERIOR PRESCHOOL ACCELERATED READERS AND NONREADERS - 4 YEARS LATER,1991.0
"GIFTED AVERAGE READERS - DO THEY USE THE SAME READING STRATEGIES   The purpose of this research was to compare the reading processing strategies of gifted readers with those of average readers. A random sampling, stratified by sex and grade level, was taken from a population of 300 eighth-, tenth-, and twelfth-grade students. Subjects included 30 females and 30 males. Fourteen reading processing strategies were identified using think-aloud protocols as a measuring instrument. The strategies used significantly more by gifted than by average readers were rereading, inferring, anatyzing structure, watching or predicting, evaluating, and relating to content area. The strategies used significantly more by average than by gifted readers were word pronouncing concern and summarizing inaccurately.",870.0,GIFTED AVERAGE READERS - DO THEY USE THE SAME READING STRATEGIES,1991.0
"THE ASSESSMENT OF CREATIVE PRODUCTS IN PROGRAMS FOR GIFTED AND TALENTED STUDENTS   Formal evaluation of student products completed in programs for the gifted and talented seldom occurs. Few instruments exist for this purpose, and reliability and validity information is not often available for the instruments that do exist. In this article, the development of the Student Product Assessment Form is reviewed. A description of the results obtained from content validation procedures, reliability findings, scoring, and interrater agreement and reliability techniques are provided.",871.0,THE ASSESSMENT OF CREATIVE PRODUCTS IN PROGRAMS FOR GIFTED AND TALENTED STUDENTS,1991.0
"PERSONALITY GROWTH OF FEMALE EARLY COLLEGE ENTRANTS - A CONTROLLED, PROSPECTIVE-STUDY   Many educators fear that early college entrance may be too stressful for young adolescents and therefore deleterious to healthy personality development. Advocates of acceleration point out the absence of research support for such concerns. In fact, the available evidence is not conclusive because previous studies: (a) often fail to use standard, well-validated personality measures; and/or (b) do not examine student adjustment both before and after a period of acceleration. The present study examined the adjustment of 33 female accelerants by administering the California Psychological Inventory at the beginning and end of their first academic year in a residential early college entrance program. Accelerants evidenced a surprisingly consistent pattern of healthy personality growth over the course of the year. Similar growth was not observed in a control group of capable nonacceferants attending traditional high schools.",872.0,"PERSONALITY GROWTH OF FEMALE EARLY COLLEGE ENTRANTS - A CONTROLLED, PROSPECTIVE-STUDY",1991.0
"GIFTED EDUCATION FOR BILINGUAL AND LIMITED ENGLISH PROFICIENT STUDENTS   This article discusses the background of and rational for bilingual gifted education and highlights the points at which the intellectual bases of gifted education and  bilingual education intersect. Programming practices for the bilingual gifted learner are described, and suggestions are made for future directions in the field.",873.0,GIFTED EDUCATION FOR BILINGUAL AND LIMITED ENGLISH PROFICIENT STUDENTS,1991.0
"TEACHER CERTIFICATION AND ENDORSEMENT IN GIFTED EDUCATION - PAST, PRESENT, AND FUTURE   State department of education directors of gifted education were surveyed in order to determirie the current status of certification/endorsement requirements in the United States. Responses from each of the 50 slates are included in this paper. Fewer than half of the states have requirements specific to gifted education for certification/endorsement. Those criteria that do exist are reported and dispiayed graphically, and a discussion of the importance of and need for certification/endorsement and periodic review is presented.",874.0,"TEACHER CERTIFICATION AND ENDORSEMENT IN GIFTED EDUCATION - PAST, PRESENT, AND FUTURE",1991.0
"Book review: INTELLIGENCE AND GIFTEDNESS - THE CONTRIBUTIONS OF HEREDITY AND EARLY ENVIRONMENT - STORFER,MD    ",875.0,"Book review: INTELLIGENCE AND GIFTEDNESS - THE CONTRIBUTIONS OF HEREDITY AND EARLY ENVIRONMENT - STORFER,MD",1991.0
"Book review: THE IQ CONTROVERSY, THE MEDIA AND PUBLIC-POLICY - SNYDERMAN,M, ROTHMAN,S    ",876.0,"Book review: THE IQ CONTROVERSY, THE MEDIA AND PUBLIC-POLICY - SNYDERMAN,M, ROTHMAN,S",1991.0
"SOCIOEMOTIONAL ADJUSTMENT OF ADOLESCENT GIRLS ENROLLED IN A RESIDENTIAL ACCELERATION PROGRAM   This prospective study of adolescent girls enrolled in a residential early college entrance program investigated whether socioemotional adjustment could be predicted by prior personality and family characteristics. Adjustment was assessed from staff, student, and peer perspectives over the course of one academic year. Results indicate consistent predictive relationships between the Jackson Personality Inventory, the Self-Perception Profile for Adolescents, the Family Environment Scale, the Parent Adolescent Communication Scale, and four outcome adjustment measures. The importance of studying individual differences in how students adjust in acceleration programs is emphasized.",877.0,SOCIOEMOTIONAL ADJUSTMENT OF ADOLESCENT GIRLS ENROLLED IN A RESIDENTIAL ACCELERATION PROGRAM,1991.0
"CRITIQUE OF SOCIOEMOTIONAL ADJUSTMENT OF ADOLESCENT GIRLS ENROLLED IN A RESIDENTIAL ACCELERATION PROGRAM   The professional literature on entering college underage is reviewed briefly. Several spectacularly young college graduates are mentioned. Two high-schools-within-college institutions are discussed. Then several critical points about the article are made. A few suggestions for conducting a longer-term, more definitive follow-up of educationally accelerated girls are given. Finally, the value of social adjustment, as usually defined, for the great occupational success of intellectually extremely able persons is questioned.",878.0,CRITIQUE OF SOCIOEMOTIONAL ADJUSTMENT OF ADOLESCENT GIRLS ENROLLED IN A RESIDENTIAL ACCELERATION PROGRAM,1991.0
"RESEARCH ON EARLY COLLEGE ENTRANCE - A FEW MORE ADJUSTMENTS ARE NEEDED   We reply to the comments Dr. Julian Stanley made in his critique (Stanley, 1991) of our article, ""Socioemotional adjustment of adolescent girls enrolled in a residential acceleration program"" (Cornell, Callahan, & Loyd, 1991) . Our main points are that research on early college entrance has emphasized academic adjustment over socioemotional adjustment and that further research on adjustment of both types is needed.",879.0,RESEARCH ON EARLY COLLEGE ENTRANCE - A FEW MORE ADJUSTMENTS ARE NEEDED,1991.0
"THE NATIONAL RESEARCH-CENTER ON THE GIFTED AND TALENTED - THE DREAM, THE DESIGN, AND THE DESTINATION   This article provides an overview of the National Research Center on the Gifted and Talented. A discussion of assumptions underlying the Center and some of the problems that have been encountered in past research efforts serve as a rationale for the structure and mission of this new organization. Each of the component parts of the Center is described along with how the interacting components will attempt to provide the field with a sound research base that is responsive to the needs and interests of practitioners and that will lead to the development of a variety of consumer-oriented products. Special emphasis is given to procedures that are used to focus research efforts on populations that have traditionally been underrepresented in special programs for the gifted and talented. The Center is currently conducting a national research needs assessment study to ensure that studies carried out by the Center will be responsive to the perceived needs of practitioners. Information concerning the first year research studies from each of the participating universities is provided.",880.0,"THE NATIONAL RESEARCH-CENTER ON THE GIFTED AND TALENTED - THE DREAM, THE DESIGN, AND THE DESTINATION",1991.0
"UNDERREPRESENTATION OF MINORITY-STUDENTS IN GIFTED PROGRAMS - YES - IT MATTERS   The underrepresentation of minority students in programs for the gifted has been a source of concern for many years. Most recently, Van Tassel-Baska, Patton,- and Prillaman (1989) in a national survey found ""... a clear underrepresentation of minority students, particularly Blacks, in gifted programs at the K-12 level ...."" Because there are so few studies dealing with the absolute efficacy of gifted programming in general, it is not surprising that fewer studies assess the impact of gifted programming on minority students. This paper combines data from two midwest cities to suggest that gifted programming has an impact on drop-out rates and college enrollment. The data presented make it clear that minority students benefit from gifted programs and that their continuing underrepresentation in such programs is indefensible.",881.0,UNDERREPRESENTATION OF MINORITY-STUDENTS IN GIFTED PROGRAMS - YES - IT MATTERS,1991.0
"THE EDUCATION OF GIFTED-CHILDREN IN THE UNITED-STATES - A DELPHI STUDY   This Delphi study investigated issues in the education of gifted children in the United States. A panel of 29 experts in the field of gifted education responded to the following questions: 1. Which key issues are perceived by the panel of experts as being the most important? 2. Which of the issues deserves top priority? 3. On issues deemed most important, what action should be taken at the federal, state, and local levels? 4 . What are the experts' definitions of the term ""gifted""? Six issues were identified as being most critical; 53 actions were suggested for the federal, state, and local levels ; and a three-part definition of the term ""gifted"" was developed. Details of the study are shared, and an issue not designated by the panelists as a high priority issue is discussed.",882.0,THE EDUCATION OF GIFTED-CHILDREN IN THE UNITED-STATES - A DELPHI STUDY,1991.0
"META-ANALYSES AND REVIEW OF RESEARCH ON PULL-OUT PROGRAMS IN GIFTED EDUCATION   The purpose of this research was to evaluate the effectiveness of pull-out programs in gifted education. Nine experimental studies were located that dealt with pull-out programs for gifted students. The variables of self-concept, achievement, critical thinking, and creativity were quantified via meta-analysis. The results indicate that pull-out models in gifted education have significant positive effects for the variables of achievement, critical thinking, and creativity. However, gifted students' self-concepts were not affected by the pull-out programs.",883.0,META-ANALYSES AND REVIEW OF RESEARCH ON PULL-OUT PROGRAMS IN GIFTED EDUCATION,1991.0
"GIFTEDNESS AND FLEXIBILITY ON A MATHEMATICAL SET-BREAKING TASK   Accuracy, speed, flexibility, and metacognitive knowledge were studied in 19 school-identified gifted and 11 average ability 11-year-old students. The most intet-esting result was a significant three-way interaction among giftedness, speed, and flexibility, with metacognitive knowledge as the criterion. Regardless of speed, rigid (inflexible) gifted children had less metacognitive knowledge than flexible gifted children. Flexible gifted children who solved the problems quickly had more metacognitive knowledge than those who solved them slowly. Among average children, rigid subjects had less metacognitive knowledge, regardless of speed, and flexible average children showed more metacognitive knowledge when they were slower on the problems.",884.0,GIFTEDNESS AND FLEXIBILITY ON A MATHEMATICAL SET-BREAKING TASK,1991.0
"Book review: THEORIES OF CREATIVITY - RUNCO,MA, ALBERT,RS    ",885.0,"Book review: THEORIES OF CREATIVITY - RUNCO,MA, ALBERT,RS",1991.0
"Book review: INSTRUCTIONAL STRATEGIES FOR TEACHING THE GIFTED - PARKER,JP    ",886.0,"Book review: INSTRUCTIONAL STRATEGIES FOR TEACHING THE GIFTED - PARKER,JP",1991.0
"Book review: A THOUGHTFUL OVERVIEW OF GIFTED EDUCATION - EBY,JW, SMUTNY,JF    ",887.0,"Book review: A THOUGHTFUL OVERVIEW OF GIFTED EDUCATION - EBY,JW, SMUTNY,JF",1991.0
SCHOOL-REFORM AND THE GIFTED    ,888.0,SCHOOL-REFORM AND THE GIFTED,1991.0
"SCHOOL-REFORM AND GIFTED EDUCATION - OPPORTUNITIES AND ISSUES   These are times of great dynamism and change throughout education, and many of the forces influencing educators today will also have strong impact on gifted education. Restructuring, school improvement, learning styles, thinking skills, ""at risk,"" cooperative learning, and other issues being discussed throughout education can contribute to strengthening and improving gifted education. Equally important, gifted education can, and should, also bring important issues and lessons to all educators, and make many ""school reform"" and school improvement efforts more powerful. We need to be the strong voice that reminds all educators of the importance of challenging and nurturing the best potentials of all learners, so that minimum competencies will not become maximum competencies. Without active dialogue and two-way communication between gifted education and other school change and improvement efforts, both will suffer.",889.0,SCHOOL-REFORM AND GIFTED EDUCATION - OPPORTUNITIES AND ISSUES,1991.0
"EDUCATIONAL-REFORM, VALUES, AND GIFTED STUDENTS   Six major educational reforms are currently being proposed or are currently being implemented in the United States. These reforms-search for excellence, cooperative learning, middle schools, master teacher certification, site-based management and accountability-rest upon cultural values as much as on educational research, and each carries potential for positive or negative impact on education of gifted students. The positive and negative elements of each reform are reviewed in turn. Educators of gifted students need to take proactive steps to let other educators and citizens know of their contributions to general education and how these reform movements could be shaped for the maximum benefit of all.",890.0,"EDUCATIONAL-REFORM, VALUES, AND GIFTED STUDENTS",1991.0
"GIFTED EDUCATION IN THE BALANCE - BUILDING RELATIONSHIPS WITH GENERAL-EDUCATION   This article focuses on the relationship of gifted education to both special education and general education and traces the growing importance for gifted education of establishing linkages to general education and various aspects of the reform movement. The author advocates careful consideration by the field of the curriculum reform enterprise and suggests natural connections through the emphasis on mathematics, science, and technology; the emphasis on international education; the movement to infuse thinking skills into the curriculum; and the measurement-driven instructional focus. Moreover, the article considers recent research on teaching and learning and draws implications for practice by educators of the gifted. The effective schools literature and practice are also discussed in light of their effect on education for gifted learners. The author advocates a closer working relationship with general educators in order to address the major needs of the field in the areas of curriculum, instruction, and evaluation.",891.0,GIFTED EDUCATION IN THE BALANCE - BUILDING RELATIONSHIPS WITH GENERAL-EDUCATION,1991.0
"THE REFORM MOVEMENT AND THE QUIET CRISIS IN GIFTED EDUCATION   The reform movement in education appears to focus on the ways in which schools are organized and managed rather than on the interaction that takes place among teachers, students, and the material to be learned. In the process of designing reform to encourage our most promising students and also to meet the needs of at-risk students, we need to examine the types of changes currently being advocated. An examination of the various reform efforts and the effect that they are having on gifted education is provided in this article. Rather than allowing all reform movements to affect our students without our consent (especially those that call for the elimination of grouping), we need to address the impact of gifted education programs and practices and how they might influence the reform effort. We must also be concerned with continued advocacy for gifted programming, creating and maintaining exemplary programs and practices that can serve as models of what can be accomplished for high ability students. Simply to allow high ability students to be placed in classrooms in which no provisions will be made for their special needs is an enormous step backwards for our field. To lose our quest for excellence in the current move to guarantee equity will undoubtedly result in a disappointing, if not disastrous, education for our most potentially able children.",892.0,THE REFORM MOVEMENT AND THE QUIET CRISIS IN GIFTED EDUCATION,1991.0
"AN ACADEMIC MODEL FOR EDUCATING THE MATHEMATICALLY TALENTED   A usually unrecognized aspect of the ""school reform"" movement during the past two decades has been the huge increase in extracurricular academic efforts on behalf of intellectually exceptionally able boys and girls. Whereas in 1971 few students less than 14 years old took the Scholastic Aptitude Test (SAT), by 1990 more than 100,000 did. Those who score well are offered special, supplemental educational opportunities. The movement began at Johns Hopkins University in 1971 with the creation of the Study of Mathematically Precocious Youth (SMPY) and spread within a dozen years to other private universities, i.e., Duke, Northwestern, and the University of Denver. Also, many public universities have begun such talent searching and educational facilitating. This article traces the origin and development of the network of independent centers and projects based on the SMPY model.",893.0,AN ACADEMIC MODEL FOR EDUCATING THE MATHEMATICALLY TALENTED,1991.0
GRADUATE DEGREE PROGRAMS AND RESOURCE CENTERS IN GIFTED EDUCATION - AN UPDATE AND ANALYSIS   National surveys conducted in 1984 and 1987 identified institutions offering graduate degree programs in gifted and talented education and gifted education centers operated in conjunction with such programs. Requests from a variety of sources have indicated a need for regular updating of this information. A recent study identified 127 colleges and universities in the United States and 8 institutions in Canada that offer graduate degree programs in gifted education. These programs were listed in a directory published by the National Association for Gifted Children; the current article offers additional data on the programs and on the gifted education centers operated by 25 of the reporting institutions.,894.0,GRADUATE DEGREE PROGRAMS AND RESOURCE CENTERS IN GIFTED EDUCATION - AN UPDATE AND ANALYSIS,1991.0
"Book review: PARENTS GUIDE TO RAISING A GIFTED TODDLER - ALVINO,J    ",895.0,"Book review: PARENTS GUIDE TO RAISING A GIFTED TODDLER - ALVINO,J",1991.0
"Book review: FIRE IN THE CRUCIBLE - THE SELF-CREATION OF CREATIVITY AND GENIUS - BRIGGS,J    ",896.0,"Book review: FIRE IN THE CRUCIBLE - THE SELF-CREATION OF CREATIVITY AND GENIUS - BRIGGS,J",1991.0
Book review: HOW TO PARENT SO CHILDREN WILL LEARN - RESPONSE    ,897.0,Book review: HOW TO PARENT SO CHILDREN WILL LEARN - RESPONSE,1991.0
