eng_full,no,title,year
"BEING LABELED GIFTED OR TALENTED - MEANINGS AND EFFECTS PERCEIVED BY STUDENTS IN SPECIAL PROGRAMS   Questionnaires were administered to 295 students in summer programs for 9-15 year old academically gifted and artistically talented students, asking for their conceptions of giftedness and talent and their perceptions of the causes and consequences of being so identified. Findings suggested that their stereotypes regarding gifted and talented students were highly positive. These students reported that giftedness can be attained by hard work, that they are not very different from others, and that others treat them well. A minority reported negative reactions from peers.",1086.0,BEING LABELED GIFTED OR TALENTED - MEANINGS AND EFFECTS PERCEIVED BY STUDENTS IN SPECIAL PROGRAMS,1986.0
"UNDERSTANDING A LACK OF MOTIVATION TO EXCEL   Giftedness has often been equated with being academically talented or being a high achiever in in school. Now there is growing concern about those gifted students who could be described as unmotivated and underachieving in one or many academic areas. Parents and teachers who have observed the exceptional potential of these youngsters become intensely frustrated in efforts to increase the students' achievement, motivation and self-discipline. The purposes of this article are to help parents and teachers in understanding the nature and causes of underachievement, and to show them how to work more effectively with underachieving gifted students. The information and guidelines provided will be helpfulin preventing as well as reversing student patterns of attitude and behavior.",1087.0,UNDERSTANDING A LACK OF MOTIVATION TO EXCEL,1986.0
"MORE ABOUT YOUNG ENTRANTS TO COLLEGE - HOW DID THEY FARE   This study reports on a group of 25 educationally accelerated entrants to Johns Hopkins University. It supports the ability of students who enter a highly selective college two to five years early to make good grades, win honors, and graduate promptly.",1088.0,MORE ABOUT YOUNG ENTRANTS TO COLLEGE - HOW DID THEY FARE,1986.0
"BEYOND THE USE OF FULL SCALE IQ SCORES   The purpose of the present study was to examine the WISC-R profiles of a sample of intellectually gifted students with respect to idiographic and normative variability in performance between scales and among subtests. The sample consisted of 26 intellectually gifted students (WISC R Full Scale IQ ≥ 130) who had been assessed for possible GT placement. The results of the study indicated that even among a highly homogeneous ability group, significant variability in levels of performance, reflecting individual differences across diverse cognitive ability areas, exist. While 84.6% of the sample was characterized by idiographic strengths and/or weaknesses, 96% of the sample obtained only normatively average-ability scaled scores on one or more WISC-R subtests. Implications for selection decisions and instruction are discussed.",1089.0,BEYOND THE USE OF FULL SCALE IQ SCORES,1986.0
"THE DISCRIMINANT VALIDITY OF GIFTED CHILDRENS DIVERGENT THINKING TEST-SCORES   Previous research suggests that the indices drawn from divergent thinking tests (i.e., ideational fluency, originality, and flexibility) lack discriminant validity. This is a serious problem because of the popularity of these tests, and because divergent thinking is probably our most useful model of creative thinking. Still, the research demonstrating a lack of discriminant validity was conducted primarily with nongifted subjects, and the findings may not apply to gifted individuals. The present project evaluated the discriminant validity of gifted children's (N = 97) divergent thinking test scores with multitrait-multimethod and factor analytic procedures. Results indicated that the indices drawn from the divergent thinking tests did lack discriminant validity in this gifted sample.",1090.0,THE DISCRIMINANT VALIDITY OF GIFTED CHILDRENS DIVERGENT THINKING TEST-SCORES,1986.0
"COGNITIVE-ABILITIES, PERSONALITY AND GENDER DIFFERENCES IN MATH ACHIEVEMENT OF GIFTED ADOLESCENTS   The purposes of this study were to determine whether mathematically gifted boys and girls were significantly different in cognitive abilities and personality factors and to determine whether these cognnve abilities and personality factors were accurate predictors of mathematical achievement. Mathematically gifted boys (n = 77) and girls (n = 62) completed a mathematics reasoning test (SAT-M), a verbal reasoning test (SAT-V), a measure of spatial ability (Group Embedded Figures Test), and personality test (California Psychological Inventory). They received mathematics achievement ratings depending on the number of summer courses completed. The findings indicated that boys not only have higher mathematical reasoning ability than girls, but alslo that this ability is the single best predictor of their mathematical achievement. Verbal ability is the best predictor of mathematical achievement for the girls. For both the girls and the boys, neither spatial reasoning ability nor personality factors significantly predicted mathematical achievement.",1091.0,"COGNITIVE-ABILITIES, PERSONALITY AND GENDER DIFFERENCES IN MATH ACHIEVEMENT OF GIFTED ADOLESCENTS",1986.0
EVALUATION DESIGN - ISSUES CONFRONTING EVALUATORS OF GIFTED PROGRAMS   How should one evaluate a program for the gifted? Unique design concerns need to be taken into account when selecting a method for assessing gifted program outcomes. The author reviews design issues and proposes creative solutions to omnipresent dilemmas facing the would-be evaluator.,1092.0,EVALUATION DESIGN - ISSUES CONFRONTING EVALUATORS OF GIFTED PROGRAMS,1986.0
"THE INFLUENCE OF IDENTIFICATION PRACTICES, RACE AND SES ON THE IDENTIFICATION OF GIFTED STUDENTS   Identification procedures for gifted programs reinforce social inequalities while missing some of our most promising students. This study reports, a survey of 461 (82.5%) New Jersey school districts. The results show that there are significant relationships between G/T participation rates and 1) race,2) spending per pupil, 3) property value per pupil and 4) the socioeconomic status of school districts. The study also found excessive reliance on standardized tests. The author calls for a broadened, developmental definition of giftedness.",1093.0,"THE INFLUENCE OF IDENTIFICATION PRACTICES, RACE AND SES ON THE IDENTIFICATION OF GIFTED STUDENTS",1986.0
"Book review: THE CHILD AS POET - MYTH OR REALITY - LIVINGSTON,MC    ",1094.0,"Book review: THE CHILD AS POET - MYTH OR REALITY - LIVINGSTON,MC",1986.0
STANDING ON THE SHOULDERS OF GIANTS    ,1095.0,STANDING ON THE SHOULDERS OF GIANTS,1986.0
"CONDUCTING RESEARCH WITH METAANALYSIS - A NEW DIRECTION FOR GIFTED EDUCATION   Developing and validating new theories in gifted education is often limited by two factors: imprecise measurement and small numbers of subjects. The author asserts that the meta-analysis procedure offers gifted educators and researchers an opportunity to overcome these obstacles. He reviews the technique, responds to critiques of meta-analysis, and presents current research employing this procedure.",1096.0,CONDUCTING RESEARCH WITH METAANALYSIS - A NEW DIRECTION FOR GIFTED EDUCATION,1986.0
"BRAVE NEW DIRECTIONS - NEEDED RESEARCH ON THE LABELING OF GIFTED-CHILDREN   Labeling children ""gifted"" is a complex process whose impact ripples throughout the relationships and school careers of high potential students, at the very least. The author looks critically at previous research on this topic and makes some interesting suggestions for future efforts.",1097.0,BRAVE NEW DIRECTIONS - NEEDED RESEARCH ON THE LABELING OF GIFTED-CHILDREN,1986.0
RESEARCH ON CREATIVITY   What is the relationship of creativity to gifted behavior? The author raises key questions relative to previous research in the field. He builds and defends a model for weaving creativity into the fabric of exceptional performance in any arena of endeavor.,1098.0,RESEARCH ON CREATIVITY,1986.0
"THE LEGACY AND LOGIC OF RESEARCH ON THE IDENTIFICATION OF GIFTED PERSONS   Are we identifying the ""truly gifted"" student? How should we test the efficacy of our procedures? The authors assess research on the topics of defining and identifying exceptional potential. They propose three alternative criteria to intelligence test scores as the key criterion for identification.",1099.0,THE LEGACY AND LOGIC OF RESEARCH ON THE IDENTIFICATION OF GIFTED PERSONS,1986.0
"COGNITION AND GIFTEDNESS - NEW RESEARCH DIRECTIONS   How do gifted students think? Are their thinking processes significantly different from their nonidentified peers? The author explores issues related to theory, methods and validity of cognition research. New developments are previewed, and suggestions made for further investigations.",1100.0,COGNITION AND GIFTEDNESS - NEW RESEARCH DIRECTIONS,1986.0
"PROTOCOL ANALYSIS - A METHODOLOGY FOR EXPLORING THE INFORMATION-PROCESSING OF GIFTED STUDENTS   Paper-and-pencil tests yield little information relative to thinking strategies used by gifted students to solve problems. Protocal analysis, argues the author, provides a ""window"" into the mental operations used by gifted learners. The method is described, and results of recent work highlighted. Implications for additional research are discussed.",1101.0,PROTOCOL ANALYSIS - A METHODOLOGY FOR EXPLORING THE INFORMATION-PROCESSING OF GIFTED STUDENTS,1986.0
"THE APPLICATION OF SINGLE SUBJECT RESEARCH METHODS TO THE STUDY OF EXCEPTIONAL ABILITY AND EXTRAORDINARY ACHIEVEMENT   The author presents a convincing case that large-scale studies do not necessarily yield useful information for describing the phenomenon we call giftedness, or for identifying related cause-and-effect factors. Alternatives for studying gifted indivduals using methods such as case studies and single subject designs are explored and discussed.",1102.0,THE APPLICATION OF SINGLE SUBJECT RESEARCH METHODS TO THE STUDY OF EXCEPTIONAL ABILITY AND EXTRAORDINARY ACHIEVEMENT,1986.0
ASKING THE RIGHT QUESTIONS - THE CENTRAL ISSUE IN EVALUATING PROGRAMS FOR THE GIFTED AND TALENTED   What is an appropriate focus for gifted program evaluation? How can we justify focusing program evaluations on questions connected to improving the program rather than judging its success? The author suggests and justifies criteria for framing evaluation questions.,1103.0,ASKING THE RIGHT QUESTIONS - THE CENTRAL ISSUE IN EVALUATING PROGRAMS FOR THE GIFTED AND TALENTED,1986.0
"A PROPOSED FEDERAL-ROLE - EDUCATION OF GIFTED-CHILDREN   Should the federal government work actively to improve education for gifted and talented children? If so, what type and degree of involvement is appropriate? The author describes and defends a five component catalytic program designed to support and enhance education for the gifted and talented.",1104.0,A PROPOSED FEDERAL-ROLE - EDUCATION OF GIFTED-CHILDREN,1986.0
"Book review: GIFTED-CHILDREN - PSYCHOLOGICAL AND EDUCATIONAL PERSPECTIVES - TANNENBAUM,AJ    ",1105.0,"Book review: GIFTED-CHILDREN - PSYCHOLOGICAL AND EDUCATIONAL PERSPECTIVES - TANNENBAUM,AJ",1986.0
