eng_full,no,title,year
A MATHEMATICS CURRICULUM FOR THE GIFTED AND TALENTED    ,1203.0,A MATHEMATICS CURRICULUM FOR THE GIFTED AND TALENTED,1983.0
"COMPUTERS AND THE GIFTED - PAST, PRESENT, AND FUTURE    ",1204.0,"COMPUTERS AND THE GIFTED - PAST, PRESENT, AND FUTURE",1983.0
A SYSTEMS-APPROACH TO CREATIVITY BASED ON JUNGIAN TYPOLOGY    ,1205.0,A SYSTEMS-APPROACH TO CREATIVITY BASED ON JUNGIAN TYPOLOGY,1983.0
A UNIVERSITY-BASED SUMMER PROGRAM FOR A HIGHLY ABLE BUT POORLY ACHIEVING INDIAN CHILD    ,1206.0,A UNIVERSITY-BASED SUMMER PROGRAM FOR A HIGHLY ABLE BUT POORLY ACHIEVING INDIAN CHILD,1983.0
"INTERESTS, ACTIVITIES AND HOBBIES OF HIGH AND LOW CREATIVE WOMEN MUSICIANS DURING CHILDHOOD, ADOLESCENT AND COLLEGE YEARS    ",1207.0,"INTERESTS, ACTIVITIES AND HOBBIES OF HIGH AND LOW CREATIVE WOMEN MUSICIANS DURING CHILDHOOD, ADOLESCENT AND COLLEGE YEARS",1983.0
ISSUES IN EVALUATING PROGRAMS FOR THE GIFTED    ,1208.0,ISSUES IN EVALUATING PROGRAMS FOR THE GIFTED,1983.0
THE PROFESSIONAL PRODUCTIVE PROCESS AND ITS IMPLICATIONS FOR GIFTED STUDIES    ,1209.0,THE PROFESSIONAL PRODUCTIVE PROCESS AND ITS IMPLICATIONS FOR GIFTED STUDIES,1983.0
"A COMPARISON OF THE WISC-R, RAVEN STANDARD PROGRESSIVE MATRICES, AND MEEKER SOI-SCREENING FORM FOR GIFTED    ",1210.0,"A COMPARISON OF THE WISC-R, RAVEN STANDARD PROGRESSIVE MATRICES, AND MEEKER SOI-SCREENING FORM FOR GIFTED",1983.0
IMPROVING THE WRITING SKILLS OF TALENT POOL STUDENTS    ,1211.0,IMPROVING THE WRITING SKILLS OF TALENT POOL STUDENTS,1983.0
USE OF SELF-INSTRUCTIONAL MATERIALS WITH GIFTED PRIMARY-AGED STUDENTS    ,1212.0,USE OF SELF-INSTRUCTIONAL MATERIALS WITH GIFTED PRIMARY-AGED STUDENTS,1983.0
EDUCATIONAL-STRATEGIES AND PERSONALITY OUTCOMES OF GIFTED AND NON-GIFTED COLLEGE-STUDENTS    ,1213.0,EDUCATIONAL-STRATEGIES AND PERSONALITY OUTCOMES OF GIFTED AND NON-GIFTED COLLEGE-STUDENTS,1983.0
THE EFFECT OF ACADEMIC STRESS UPON THE ANXIETY AND DEPRESSION LEVELS OF GIFTED HIGH-SCHOOL-STUDENTS    ,1214.0,THE EFFECT OF ACADEMIC STRESS UPON THE ANXIETY AND DEPRESSION LEVELS OF GIFTED HIGH-SCHOOL-STUDENTS,1983.0
"Book review: CURRICULUM-DEVELOPMENT FOR THE GIFTED - MAKER,CJ    ",1215.0,"Book review: CURRICULUM-DEVELOPMENT FOR THE GIFTED - MAKER,CJ",1983.0
"Book review: GIFTED AND TALENTED EDUCATION IN PERSPECTIVE - RENZULLI,JS, STODDARD,EP    ",1216.0,"Book review: GIFTED AND TALENTED EDUCATION IN PERSPECTIVE - RENZULLI,JS, STODDARD,EP",1983.0
