eng_full,no,title,year
"The Impact of Advanced Geometry and Measurement Curriculum Units on the Mathematics Achievement of First-Grade Students mathematics; primary; advanced; curriculum The goal of Project M2 was to develop and field-test challenging geometry and measurement units for K-2 students. The units were developed using recommendations from gifted, mathematics, and early childhood education. This article reports on achievement results for students in Grade 1 at 12 diverse sites in four states using the Iowa Tests of Basic Skills (ITBS) mathematics concepts subtest and an open-response assessment. Using HLM, as expected there were no statistical differences between the experimental (n = 186) and comparison (n = 174) groups on the ITBS (91% of the items focused on number). Statistically significant differences (p < .001) favoring the experimental group were found on the open-response assessment with a large effect size (d = 1.88). Thus the experimental group exhibited a deeper understanding of geometry and measurement concepts on the open-response assessment while performing as well on a traditional measure that covered all Grade 1 mathematics.",175.0,The Impact of Advanced Geometry and Measurement Curriculum Units on the Mathematics Achievement of First-Grade Students,2013.0
"Additional Validity Evidence and Across-Group Equivalency of the HOPE Teacher Rating Scale factor analysis; identification; assessment; special populations/underserved gifted; low income The HOPE Scale was developed to identify academic and social components of giftedness and talent in elementary-aged students with particular attention to students from low-income and/or culturally diverse families. Based on previous findings, additional research was conducted on revisions made to the HOPE Scale. Items were added, and 71 teachers completed the HOPE Scale on 1,700 diverse students. The HOPE Scale was evaluated for differential item and test functioning with regard to gender, ethnic/racial, and income groups. Differential item functioning was not found with ethnic/racial or income group membership, but it existed for gender. HOPE Scale scores were also compared with achievement test scores to contribute criterion-related validity information. Results indicate that HOPE Scale scores account for approximately 52% to 58% of achievement test scores.",176.0,Additional Validity Evidence and Across-Group Equivalency of the HOPE Teacher Rating Scale,2013.0
"Minority Performance on the Naglieri Nonverbal Ability Test, Second Edition, Versus the Cognitive Abilities Test, Form 6: One Gifted Program's Experience NNAT2; CogAT6; WISC-IV; gifted; talent; minority; underrepresentation The Naglieri Nonverbal Ability Test, Second Edition (NNAT2), is used widely to screen students for possible inclusion in talent development programs. The NNAT2 claims to provide a more culturally neutral evaluation of general ability than tests such as Form 6 of the Cognitive Abilities Test (CogAT6), which has Verbal and Quantitative batteries in addition to a Nonverbal battery. This study compared the performance of 5,833 second graders who took the CogAT6 and 4,038 kindergartners, first graders, and second graders who took the NNAT2 between 2005 and 2011 as part of a grade-wide screening for a gifted program. Comparison between minorities and Whites on the CogAT6 and the NNAT2 found slightly larger gaps on the CogAT6 Composite for Hispanics and English-Language Learners (ELL) but the same gap for Black students. Considered alone, the Nonverbal battery of CogAT6 produced smaller gaps than the NNAT2 for Blacks, Hispanics, Asians, and ELL students. Fisher's exact tests showed no significant differences between the CogAT6 Composite and the NNAT2 in subgroup identification rates at hypothetical cuts for gifted identification (top 20%, 10%, or 5%), except for Asian and ELL students. The CogAT6 Nonverbal score appeared to identify as many or more high-ability students from underrepresented groups as the NNAT2. Wechsler Intelligence Scale for Children, Fourth Edition, follow-up on the top 5% showed greater predictive validity for the CogAT6 Composite. These results suggest that gifted programs should not assume that using a figural screening test such as the NNAT2, without other adjustments to selection protocol, will address minority underrepresentation.",177.0,"Minority Performance on the Naglieri Nonverbal Ability Test, Second Edition, Versus the Cognitive Abilities Test, Form 6: One Gifted Program's Experience",2013.0
"Evaluating Interventions for Young Gifted Children Using Single-Subject Methodology: A Preliminary Study gifted; single-subject design; young children; questioning Single-subject experimental designs have long been used in special education to evaluate the effectiveness of interventions for exceptional children. However, the design has not been used widely in gifted education. In this article, an overview of the main features of single-subject design is presented, and its potential for application in gifted education is discussed. The article concludes with a report of a preliminary single-subject study, conducted with a young gifted child, in which the effects of higher order questioning are investigated.",178.0,Evaluating Interventions for Young Gifted Children Using Single-Subject Methodology: A Preliminary Study,2013.0
"Homeschooling the Gifted: A Parent's Perspective homeschooling; gifted; talented; parents; grounded theory Homeschooling has witnessed a dramatic growth over the past decade. Included in this population are gifted and talented students, yet despite this growth there has been no appreciable increase in the research literature. To better understand the gifted homeschooling family, researchers interviewed 13 parents of homeschooled children their parents identified as being gifted. Four major themes emerged from the data: (a) parents know best, (b) isolation, (c) challenges, and (d) family roles. Findings reveal that these parents decided to homeschool only after numerous attempts to work in collaboration with the public school and that the mothers bore the primary burden of responsibility for homeschooling in these families. Though the move to homeschooling alleviated many of the issues experienced in public school, it brought a different set of challenges to these families. This exploratory study establishes a better understanding of why parents of gifted children ultimately decide to homeschool.",179.0,Homeschooling the Gifted: A Parent's Perspective,2013.0
"High-Ability Students' Participation in Specialized Instructional Delivery Models: Variations by Aptitude, Grade, Gender, and Content Area high-ability; science; math; language arts; gender Established in the early 1970s, the talent search model has garnered strong theoretical and programming support for addressing the academic needs of highly able students. The two main components of the talent search model are discovery (identification) and development (programming) of academic talent. Discovery of academically talented elementary and middle school students occurs via the process of above-level testing, usually offered through university-based centers. The essence of talent search program intervention is acceleration, which has robust research support as the most effective intervention for high-ability students. Whereas talent search identification and programming are university based, talent search participants receive nearly all of their instruction in K-12 settings, where academic acceleration is less likely to be implemented. In this investigation, a large sample of talent search participants (n = 5,844) were asked questions designed to measure the various ways in which the students study mathematics, science, and language arts (writing and reading) in the K-12 setting. More than two thirds of the study sample reported that they were taught in the regular classroom, learning the same material, at the same level and pace as nongifted peers. The type of curriculum differentiation or program delivery model (e.g., small-group instruction) reported by the students varied according to subject area, with the greatest percentage of reports of differentiated delivery in mathematics. Main effects were found for gender, grade, and ability. Implications for school-based accelerative interventions are presented.",180.0,"High-Ability Students' Participation in Specialized Instructional Delivery Models: Variations by Aptitude, Grade, Gender, and Content Area",2013.0
"Reading Comprehension and Fluency Levels Ranges Across Diverse Classrooms: The Need for Differentiated Reading Instruction and Content range; reading achievement; oral reading fluency; instructional differentiation; content This research examined the range of reading fluency and comprehension scores of 1,149 students in five diverse elementary schools, including a gifted and talented magnet school. Results revealed a range in reading comprehension across all schools of 9.2 grade levels in Grade 3, 11.3 in Grade 4, and 11.6 in Grade 5. A similar wide range of oral reading fluency scores was found across all elementary schools, as students scored from below the 10th percentile to above the 90th percentile. These results demonstrate the wide range of reading achievement in diverse populations of students, including gifted students, and the need for teachers to differentiate both reading content and instruction to enable all students to make continuous progress in reading.",181.0,Reading Comprehension and Fluency Levels Ranges Across Diverse Classrooms: The Need for Differentiated Reading Instruction and Content,2013.0
"Gifted Students' Perceptions of Parenting Styles: Associations With Cognitive Ability, Sex, Race, and Age social and/or emotional development and adjustment; secondary age/developmental stage; factor analysis; qualitative methodologies Children whose parents are warm and responsive yet also set limits and have reasonable expectations for their children tend to have better outcomes than their peers whose parents show less warmth and responsiveness, have low expectations, or both. Parenting behavior is related to family race and children's sex, age, and cognitive ability. However, there is no work that examines how children's cognitive abilities are related to their perceptions of their mothers' and fathers' parenting styles and the extent to which these relationships are moderated by race, sex, and age in a sample of gifted students. Participants (N = 332, ages 9-17 years) attended a summer residential program for gifted students and completed the Parental Authority Questionnaire and the verbal battery of the Cognitive Abilities Test. Three main findings emerged. First, factor analyses provided support for the use of the Parent Authority Questionnaire with gifted populations. Second, findings from regression analyses as well as examinations of mean differences by cognitive ability level were consistent with earlier studies suggesting that more cognitively able students were likely to perceive their parents as employing a flexible (i.e., authoritative) parenting style. Finally, consonant with earlier studies with nonidentified populations, age, sex, and race were associated with parenting styles as reported by this group of identified gifted students. Results provide further support for the notion that authoritative parenting promotes positive outcomes for children, particularly those who have been identified as gifted.",182.0,"Gifted Students' Perceptions of Parenting Styles: Associations With Cognitive Ability, Sex, Race, and Age",2013.0
"An Investigation of Play: From the Voices of Fifth- and Sixth-Grade Talented and Gifted Students play; elementary talented and gifted; developmental domains; focus groups; online survey The purpose of this study was to explore the concept of play through the eyes of talented and gifted (TAG) fifth- and sixth-grade students. Three focus groups consisting of fifth- and sixth-grade TAG students were conducted in one urban, one suburban, and one rural school district in the Midwest. Students were asked to describe the value of play in the cognitive, physical, and social domains. Additional open-ended questions were asked about the importance of play and its relevance to their lives. From these results, an online survey was created. Data from an additional 162 fifth- and sixth-grade TAG respondents substantiated that play is a significant activity for learning and socializing in the general classroom, gifted programs, and outside their classrooms. Despite its importance, students experienced structural barriers for time to play. Putting the Research to Use Results of this study hold implications for teachers to acknowledge the value of play as a tool for learning. Children see play as a renewal activity. They see play as motivating and as a way to increase attention, retention, and focus in learning. Children emphasized that play develops teamwork and problem-solving skills. Play enhances meaningful activities in the talented and gifted program as well as the general classroom. Results of this study suggest that parents should acknowledge their children's need for play in all three domains (cognitive, physical, and social) and allow time for self-directed play after school with limits on scheduled activities.",183.0,An Investigation of Play: From the Voices of Fifth- and Sixth-Grade Talented and Gifted Students,2013.0
"The STEM Pathway for Women: What Has Changed? science; curriculum; college or adult; age/developmental stage; gifted females; special populations/underserved gifted In previous decades, researchers have identified a gender gap in the careers and academic achievement of men and women in science, technology, engineering, and mathematics (STEM). Recently, it has been suggested that some of these gender gaps no longer exist; however, the picture is more nuanced, for women are represented well in some STEM fields (such as biology) and not in others (such as computer science). The current research employed survey methodology to explore the perceptions of 360 finalists and semifinalists of the prestigious Science Talent Search. Two cohorts of participants who were either in their late 30s (Cohort 2) or late 20s (Cohort 1) were contacted to investigate factors that influenced them to select or not select STEM college majors and occupations. Comparisons between men and women revealed that women recalled having lower self-efficacy in STEM in college than men, and fewer women selected STEM majors as undergraduates. Interest was cited as a major influence for occupational selection for both men and women. Proportionally, more women than men entered fields such as biology and fewer women entered fields such as engineering and physics/astronomy. A greater proportion of older women mentioned leaving STEM because of a lack of flexible hours and needing to attend to family responsibilities. Implications for education and future research are discussed.",184.0,The STEM Pathway for Women: What Has Changed?,2013.0
"Assessing the Growth of Gifted Students longitudinal growth modeling; hierarchical linear modeling; academic growth; gifted students This Methodological Brief gives an overview of statistical methods used to gauge academic growth and discusses issues surrounding the measurement of growth in gifted populations. To illustrate some of these issues, we describe a growth model that examines differences in summer lag between gifted and nongifted students. We also provide recommendations for educators and researchers who are interested in documenting the academic growth of gifted students.",185.0,Assessing the Growth of Gifted Students,2013.0
