eng_full,no,title,year
"Finding g: Easy viewing through higher order factor analysis   The purpose for this paper is to illustrate the usefulness of higher order factor analysis in demonstrating the presence of general intelligence as the factor underlying performance on 13 indicators of four of Gardner's (1983) multiple intelligences. Data from Plucker, Callahan, and Tomchin (1996) was reanalyzed using maximum likelihood extraction with oblique rotation. The oblique correlation matrix was factor analyzed. consistent with Carroll's (1993) factor analytic survey of human cognitive abilities, results correlations between first-order factors.",556.0,Finding g: Easy viewing through higher order factor analysis,2000.0
"Flip sides of the same coin or marching to the beat of different drummers? A response to Pyryt   Pyryt has raised important questions about the results reported in Plucker, Callahan, and Tomchin (1996). Although Pyryt's comments focus directly on statistical issues upon which we generally agree), he indirectly touches on some major issues related to contemporary intelligence theory and the use of alternative assessments. Our different approaches to these conceptual issues highlight important areas for future research and practice, illustrating the value of this type of intellectual debate for the fields of gifted education and talent development.",557.0,Flip sides of the same coin or marching to the beat of different drummers? A response to Pyryt,2000.0
"Mentors for gifted underachieving males: Developing potential and realizing promise   The literature focusing on mentorships and underachieving gifted young men is almost nonexistent. To address this need, the researchers examined the mentorship experiences of three students who characterized various aspects of giftedness and underachievement in males. The findings of the study revealed a single core category with three attendent subcategories. The influence of a significant adult on a young person was the dominant category. Several related subcategories reinforced the importance of the mentor: mentors' open-minded and nonjudgmental characteristics; consistent and personalized social/emotional strategies and advocacy; and strength and interest-based strategies for intervention to reverse underachievement. These results underscore the critical effectiveness of mentorships, on underachievement, regardless of age, environment, and socioeconomic background. Implications of the findings are presented that highlight the successful features of the mentor-protege relationship.",558.0,Mentors for gifted underachieving males: Developing potential and realizing promise,2000.0
Once upon a mind: The stories and scholars of gifted child education.    ,559.0,Once upon a mind: The stories and scholars of gifted child education.,2000.0
From the editor    ,560.0,From the editor,2000.0
"Musical talent: Innate or acquired? Perceptions of students, parents, and teachers   Secondary analysis of descriptive data concerning musically gifted students, their parents, and their teachers yields distinctive attribution patterns for each group. The patterns describe this group of students as attributing much of their success to inborn ability and hard work. These accomplished students, however, describe family members and friends as discouraging their musical development. Parents, in sharp contrast, report their children as having only ordinary levels of inborn talent, and they attribute their children's musical accomplishments to encouragement provided by family and friends. Teachers in this study attribute students' musical development to innate talent, hard work, and schooling. Differences among these attribution patterns are surprising, but are consistent with research that suggests that individuals often make causal attributions that are self-serving, giving a good deal of credit to their own characteristics or influence.",561.0,"Musical talent: Innate or acquired? Perceptions of students, parents, and teachers",2000.0
"Defining belief in self: Intelligent young men in an urban high school   To address the paucity of research on high-ability youth in urban environments, this article chronicles the experiences of six intelligent young men in an urban high school. Through a qualitative research design that integrated features of case study and ethnographic research, the study examined how urban life experiences influenced academic achievement. The six cases reported in this study are a subset of 12 cases (Hebert, 1993) that contributed to a larger study (Reis, Hebert, Diaz, Maxfield, & Ratley, 1995) of talented students in an urban high school. Major findings for the high-ability achieving males were a strong belief in self that incorporated an inner will, aspirations, heightened sensitivity, and a multicultural awareness and appreciation. Data analysis on the participants identified the following factors that influenced the strong belief in self: relationships with supportive adults; involvement in extracurricular activities, sports, special programs, and summer school experiences; and family support. Implications of the findings are presented along with suggestions for meeting the educational needs of intelligent young men in urban high schools.",562.0,Defining belief in self: Intelligent young men in an urban high school,2000.0
"Assessing leadership among Chinese secondary students in Hong Kong: The use of the Poets Rating Scale for Leadership   The leadership characteristics of 163 Chinese secondary students in Hong Kong were assessed with the use of the Roets Rating Scale for Leadership (RRSL). Higher self-ratings were found for characteristics related to aspiring to leadership and achievement, openness to novel experiences and different perspectives, and high energy level than for other characteristics. Three dimensions identifiable as task orientation, leadership self-efficacy, and leadership flexibility emerged, testifying to the complexity of leadership skills and characteristics. The study also provided evidence that the RRSL was a viable self-report measure of leadership among Chinese adolescents with acceptable reliability and convergent validity with other measures of leadership based on observed behavioral characteristics. Repeated assessment also indicated that the RRSL could be used to monitor the effects of leadership training programs.",563.0,Assessing leadership among Chinese secondary students in Hong Kong: The use of the Poets Rating Scale for Leadership,2000.0
"Compensation strategies used by high-ability students with learning disabilities who succeed in college   To investigate how high-ability students with learning disabilities succeed in postsecondary academic environments, 12 young adults with disabilities who were successful at the university level were studied. Extensive interviews with these young adults provided examples of the problems faced by high-ability students with learning disabilities, as well as the specific compensation strategies they used to address and overcome these problems. Four of the participants had been identified as having a learning disability in elementary school; and two were not diagnosed until college. The participants believed that having a learning disability was considered by elementary or secondary school personnel as synonymous with below-average ability. The reported that content remediation, other than instruction in compensatory strategies, was usually provided in elementary and secondary school learning disability programs. In this article, the compensation strategies used by academically gifted students who succeeded in college are discussed. These include: study strategies, cognitive/learning strategies, compensatory supports, environmental accommodation, opportunities for counseling, self-advocacy, and the development of an individual plan incorporating a focus on metacognition and executive functions.",564.0,Compensation strategies used by high-ability students with learning disabilities who succeed in college,2000.0
Needles in haystacks or fields of plenty? A content analysis of popular creativity texts    ,565.0,Needles in haystacks or fields of plenty? A content analysis of popular creativity texts,2000.0
"Investigating creativity in youth: Research and methods, Handbook of creativity    ",566.0,"Investigating creativity in youth: Research and methods, Handbook of creativity",2000.0
From the editor    ,567.0,From the editor,2000.0
"Unthinkable thoughts: Education of gifted students   The advent of a new millenium is an appropriate time to insider some unthinkable thoughts, those thoughts that make us so uncomfortable that most professionals prefer to them. Yet, if progress is to be made, such to our professional roles must be confronted. such ugly questions are considered for gifted education, together with suggested actions to cope with them. 1. Is there really such an entity as a gifted child? 2. Is there such an entity as gifted education? 3. Is there such an entity as special personnel preparation for teachers of gifted students? 4. Is the application of special services for gifted students sufficient in scope and intensity to make a difference in the classroom? We should recognize that, however we choose to cope I issues, our status quo, business as usual, is hardly a viable choice for the 21st century.",568.0,Unthinkable thoughts: Education of gifted students,2000.0
"Economically disadvantaged students in a school for the academically gifted: A postpositivist inquiry into individual and family adjustment   In this paper, we report the results of an inquiry into the effects of the placement of five economically disadvantaged minority students from central Harlem, who were Sed. in kindergarten as potentially academically through nontraditional means, ill a school for Istudents. Achievement and aptitude test-data and qualitative data collected during the students' first year at the school support the conclusion that the students were appropriately placed and adjusted well academically, socially, and emotionally. Follow-up data suggest that the students' academic careers have, in the six years since the original data were collected, for the most gait progressed well. We present assertions that begin to explain why students have succeeded academically despite being at risk for educational disadvantage. These assertions concern the students themselves, their families, their school and Project Synergy, through whose activities the students were identified as potentially gifted.",569.0,Economically disadvantaged students in a school for the academically gifted: A postpositivist inquiry into individual and family adjustment,2000.0
"Sociocultural problem-solving skills in preschoolers of high intellectual ability   This study investigated the ability-related differences in planning skill on a sociocultural task, as well as the performance impact of working with a peer. Shopping routes through a model grocery store mere planned by 30 average-ability and 20 high-ability preschool children. All subjects planned a total of five shopping trips. The first and last trips were completed alone, while the three middle trips were either completed alone, with a same-ability peer, or with a peer of different ability. Data were analyzed with a series of multivariate is of variance (MANOVA) with a within-subjects representing the measure of planning skill across Lists 2, 3, and 4. Results indicates that preschool-aged,did not differ in planning skill on the basis of ability. In addition, high-ability preschoolers performed equally when working alone, with a peer or with a peer of less ability.",570.0,Sociocultural problem-solving skills in preschoolers of high intellectual ability,2000.0
"Self-concept in gifted youth: An investigation employing the Piers-Harris subscales   The Piers-Harris Children's Self-Concept Scale was used to investigate the self-concept of 368 intellectually gifted children in grades 4-12. Previous research had suggested that differences by gender and grade level might be masked by reporting only global self-concept scores; however, few studies reported subscale scores. In this population, gender was not a significant variable for global self-concept. Significant gender differences were observed on three subscales: Behavior, Intellectual and School Status, and Anxiety. Females rated themselves higher on the first two and males on the latter. School level was a significant variable for global self-concept: students in junior high school reported lower self-concept than did students in either elementary school or high school. Similar results were observed with the Behavior subscale. The present study supports the view that a global score for self-concept can mask underlying differences when subscale scores are summed.",571.0,Self-concept in gifted youth: An investigation employing the Piers-Harris subscales,2000.0
"The research processes of gifted students: A case study   This case study investigated the research processes and authentic learning experiences of 10 junior high students as they completed independent research projects in a class for gifted students. Students experienced the most difficulty in exploring and forming a focus. Although students used a variety of information resources, they did not access some available information sources and, in some cases, experienced difficulty extracting relevant information. The professional services of public and school librarians were not utilized to assist in the research project. Only 3 of the 10 gifted students demonstrated all of the characteristics of authentic learning in their final products. Suggestions are made on how to alter the process to make independent research projects produce more authentic learning experiences.",572.0,The research processes of gifted students: A case study,2000.0
The rising curve: Long-term gains in IQ and related measures.    ,573.0,The rising curve: Long-term gains in IQ and related measures.,2000.0
Work left undone: Choices and compromises of talented females.    ,574.0,Work left undone: Choices and compromises of talented females.,2000.0
