eng_full,no,title,year
"SCREENING AND IDENTIFYING STUDENTS TALENTED IN THE VISUAL-ARTS - CLARK DRAWING ABILITIES TEST   Categories of giftedness derived from the influential Marland Report (1972) include students who are gifted in the visual and performing arts. The research reported here describes development, testing, and use of a new instrument, Clark's Drawing Abilities Test, and its success in screening and/or identifying students for a visual arts program for artistically gifted students. The test was admmistered along with the Childrdn's Embedded Figures Test, and the results of both measures subsequently were compared to teacher ratings of students. Significant correlations were obtained among these three measures. Analyses of validity are reported here. Reliability is also reported as expressed in high correlatons among test items.",952.0,SCREENING AND IDENTIFYING STUDENTS TALENTED IN THE VISUAL-ARTS - CLARK DRAWING ABILITIES TEST,1989.0
COMPUTERS AND GIFTED STUDENTS - AN EFFECTIVE MATHEMATICS PROGRAM   Computers were successfully integrated into the mathematics program of gifted fifth and sixth graders. Special emphasis was placed on learning to develop computer programs in order to develop skills in mathematical problem solving. Experience in problem solving with computers can aid in the early attainment of advanced mathematical concepts and can be used for early credit in college level computer science courses.,953.0,COMPUTERS AND GIFTED STUDENTS - AN EFFECTIVE MATHEMATICS PROGRAM,1989.0
"A SURVEY OF PROCEDURES USED FOR IDENTIFYING GIFTED LEARNING-DISABLED CHILDREN   Since the early 1970s, concern for children who are both gifted and handicapped has risen dramatically. Books written about this emerging field deal with identification and programmatic concerns (e.g., Fox, Brody, and Tobin, 1983) and also with case studies illustrating the ways in which the two conditions may coexist (Whitmore and Maker, 1985). This research focuses on the problems involved in identifying the child who is both gifted and learning disabled (GLD). The state of the art is demonstrated by surveying procedures in use in Texas by special education and gifted programs. Results from the survey yield characteristics of GLD children that are consistent with observations in the litetature.",954.0,A SURVEY OF PROCEDURES USED FOR IDENTIFYING GIFTED LEARNING-DISABLED CHILDREN,1989.0
"THE EFFECTS OF SINGLE PARENTHOOD ON SCHOOL-ACHIEVEMENT IN A GIFTED POPULATION   The most obvious social trend affecting families during the past three decades has been the steadily rising number of single-parent households. Research indicates that students from single-parent families demonstrate is lower levels of school achievement than their peers livinq in two-parent homes. However, the impact of single parenthood on gifted children has not been established. A study of children who recently attended the University of Oregon's Summer Enrichment Program for Talented and Gifted Students suggests that the school achievement of gifted students is negatively affected if they come from a single-parent household.",955.0,THE EFFECTS OF SINGLE PARENTHOOD ON SCHOOL-ACHIEVEMENT IN A GIFTED POPULATION,1989.0
"PERCEIVED NEED, TEACHER EFFICACY, AND TEACHING STRATEGIES FOR THE GIFTED AND TALENTED   The study investigated relationships among perceived need, teacher efficacy, and use of ten teaching strategies recommended for the gifted. It also examined differences between expert and novice teachers of the gifted by comparing patterns of need, efficacy, and use in 318 preservice teachers, classroom teachers, and teachers of the gifted. Data were gathered using a seven point Likert-scale questionnaire. Correlations between teacher efficacy and need and between teacher efficacy and use were consistently higher than those between need and use. Preservice teachers, classroom teachers, and teachers of the gifted were successfully separated by a function of need and efficacy, with the most potent contributions made by efficacy variables. Classroom teachers and teachers of the gifted were separated by a function of need, efficacy, and use, with the most powerful contributions made by use of strategies.",956.0,"PERCEIVED NEED, TEACHER EFFICACY, AND TEACHING STRATEGIES FOR THE GIFTED AND TALENTED",1989.0
"THE LEGACY OF HOLLINGWORTH,LETA    ",957.0,"THE LEGACY OF HOLLINGWORTH,LETA",1989.0
"Book review: BACKYARD ADVENTURE - A PARENTS AND TEACHERS GUIDE TO CREATIVE OUTDOOR PLAY - BROOK,P    ",958.0,"Book review: BACKYARD ADVENTURE - A PARENTS AND TEACHERS GUIDE TO CREATIVE OUTDOOR PLAY - BROOK,P",1989.0
"PEER NOMINATIONS AS A PSYCHOMETRIC INSTRUMENT - MANY QUESTIONS ASKED BUT FEW ANSWERED   Peer nomination forms (PNFs) are growing in popularity as a screening technique for giftedness. This technique has been judged very favorably by experts in the field. Unfortunately, the research on which these judgments are based is fraught with important methodological weaknesses. A critical analysis of the 13 validation studies of PNFs is presented to justify this assertion. Since PNF's offer advantages that make them a potentially worthy technique, a 4-step blueprint for research on their psychometric qualities is also described: 1) developing a taxonomy of abilities or talents to be assessed by peers, 2) drafting experimental PNFs, 3) evaluating their reliabilities, especially interjudge agreement, 4) conducting rigorous validity studies.",959.0,PEER NOMINATIONS AS A PSYCHOMETRIC INSTRUMENT - MANY QUESTIONS ASKED BUT FEW ANSWERED,1989.0
"CHILD ADJUSTMENT AND PARENT USE OF THE TERM GIFTED   The present study examines the relationship between child adjustment and parent use of the term ""gifted."" Mothers and fathers of 482 children enrolled in a university-based summer enrichment program were assessed on measures of self-concept, anxiety, and peer status. Although over 90% of parents indicated that they think of their child as gifted, approximately 25-30% of the parents refrained from using the term. Use of the term was not associated with IQ or number of years in a gifted program, but children whose parents used the term were consistently less well adjusted on both self-report and peer-report measures. Findings are discussed in the context of theories about the potentially adverse effects of positive labeling on child development. Methodological cautions about the interpretation of these findings are noted.",960.0,CHILD ADJUSTMENT AND PARENT USE OF THE TERM GIFTED,1989.0
"GIFTED CHILDRENS FEARS   The present study investigated the fears of intellectually gifted children and compared them with those of children of normal intelligence. The results suggest that their fears are consistent with their developmental level, are realistic, and display considerable frustration, helplessness, and pessimism concerning their future. Their fears were found to be similar to those of older normal' children and to reflect advanced cognitive and social awarenesss. Suggestions and implications for classroom teachers are provided.",961.0,GIFTED CHILDRENS FEARS,1989.0
"SEX-DIFFERENCES ON THE STRUCTURE OF INTELLECT (SOI-LA) GIFTED SCREENING FORM   Resulfs from scores on the Structure of Intellect (SOI-LA) Gifted Screening Form of approximately 300 gifted students in the 4th, 7th, and 10th grade showed significant differences by sex on five variables and by grade on each of the ten subtests. Boys scored significantly higher on CFU (visual closure) and CMU (vocabulary) Girls scored significantly higher on NSI (analysis), DMU (verbal-creative) and CMS (extended verbal systems) Implications of these findings and cautions about the use of the SOI because of its limited reliability and validity are discussed.",962.0,SEX-DIFFERENCES ON THE STRUCTURE OF INTELLECT (SOI-LA) GIFTED SCREENING FORM,1989.0
"LEADERSHIP POSITIONS AND SEX-ROLE STEREOTYPING AMONG GIFTED-CHILDREN   Forty-nine boys and 48 girls in grades four through six who were attending a program for intellectually gifted students were the subjects in this study. They were presented with a list of 34 leadership positions and asked whether men, women, or either sex could hold that position. Analysis of the findings indicates that boys tend to have more traditional sex role stereotypes than do girls. Implications for parents and teachers are discussed.",963.0,LEADERSHIP POSITIONS AND SEX-ROLE STEREOTYPING AMONG GIFTED-CHILDREN,1989.0
"OUR STUDENTS, OURSELVES - APPRECIATING THE SIGNIFICANCE OF COMMON BONDS    ",964.0,"OUR STUDENTS, OURSELVES - APPRECIATING THE SIGNIFICANCE OF COMMON BONDS",1989.0
OBJECTIVES AND ACTIVITIES FOR TEACHING CREATIVE-THINKING    ,965.0,OBJECTIVES AND ACTIVITIES FOR TEACHING CREATIVE-THINKING,1989.0
"Book review: INTELLIGENCE - ITS STRUCTURE GROWTH AND ACTION - CATTEL,RB    ",966.0,"Book review: INTELLIGENCE - ITS STRUCTURE GROWTH AND ACTION - CATTEL,RB",1989.0
"Book review: FUNDAMENTALS OF CREATIVE-THINKING - DACEY,J    ",967.0,"Book review: FUNDAMENTALS OF CREATIVE-THINKING - DACEY,J",1989.0
"Book review: FLEXIBLE PACING FOR ABLE LEARNERS - DANIEL,N, COX,J    ",968.0,"Book review: FLEXIBLE PACING FOR ABLE LEARNERS - DANIEL,N, COX,J",1989.0
"Book review: THE GIFTED-CHILD IN PEER GROUP PERSPECTIVE - SCHNEIDER,BH    ",969.0,"Book review: THE GIFTED-CHILD IN PEER GROUP PERSPECTIVE - SCHNEIDER,BH",1989.0
"EVALUATION OF A FULL-TIME SELF-CONTAINED CLASS FOR GIFTED STUDENTS   Controlled studies of the effectiveness of gifted programs are rare. An evaluative study of the Depth gifted program in South Bend, Indiana, was out using a control group, pre-post measurement, and multiple outcome measures. It was found that on a general test of cognitive ability, program participants exhibited significantly higher gains than did controls, and participants rated the quality of their school life more highly at the end of the The study lends support to the benefits of self-contained gifted programs.",970.0,EVALUATION OF A FULL-TIME SELF-CONTAINED CLASS FOR GIFTED STUDENTS,1989.0
"A SPECIAL PROGRAM FOR HIGHLY ABLE RURAL YOUTH IN GRADES 5 AND 6   There are many barriers to appropriate programming for highly gifted students in rural schools. This paper describes an attempt to overcome these barriers. Twp New York State County Boards of Cooperative Services (B.O.C E.S.) cooperated to begin a program for 32 fifth and sixth grade academically advanced students from 19 schools covering 2600 square miles. The local schools sent students one full day a week to one of five sites for advanced level study in humanities and science. Objective and subjective evaluation indicated that the model was successful. Now in its third year, serving 130 students, this model may serve as one approach for small, rural, geographically distant schools.",971.0,A SPECIAL PROGRAM FOR HIGHLY ABLE RURAL YOUTH IN GRADES 5 AND 6,1989.0
"OUTSTANDING AND AVERAGE TEACHERS OF THE GIFTED - A COMPARATIVE-STUDY   A model of the characteristics of outstanding teachers of the gifted was developed and validated using a technique developed in industry that is based on intensive interviewing of current job holders who have been nominated by peers as possessing exemplary characteristics. Ten outstanding and 10 average teachers of the gifted were interviewed. Outstanding teachers of the gifted differed from average teachers of the gifted on several critical competencies: enthusiasm, self-confidence, being a facilitator, being able to apply knowledge, having a strong achievement orientation, commitment to the role of gifted educator, and building program support for the gifted education program.",972.0,OUTSTANDING AND AVERAGE TEACHERS OF THE GIFTED - A COMPARATIVE-STUDY,1989.0
"MENTORSHIPS - BENEFITS AND EFFECTS ON CAREER-DEVELOPMENT   The personal and academic benefits of a mentorship program, the Mentor Connection, and its effects on career development were investigated. The results indicated that the program had significant personal, academic, and career-choice effects on participants. A program which includes both classroom and mentorship experiences should be an integral part of gifted programs, and there is a critical need for female mentors.",973.0,MENTORSHIPS - BENEFITS AND EFFECTS ON CAREER-DEVELOPMENT,1989.0
"PRACTITIONER OBJECTIONS TO THE ACADEMIC ACCELERATION OF GIFTED-CHILDREN   Despite extensive recent reviews that fail to document harm from early admission and acceleration, many school districts are still reluctant to employ such educational techniques. This paper reports the results of a large, mailed survey of attitudes toward these practices as reported by coordinators of gifted, school psychologists, principals, and teachers (554 respondents) and a follow-up study that explored the origin of such attitudes. The major concern of all groups is the potential for harm to the social and emotional development of accelerants, though coordinators of programs for gifted and talented show significantly more positive views toward early admission and acceleration along every dimension. Personal experience (self or family member) with acceleration was most highly related to positive attitude toward the practice. Respondents viewed early admission and grade skipping as identical. This view, coupled with the prevalence of citations by practitioners of inadequately designed and inappropriately applied ""early admission studies,"" presents an impediment to employment of any acceleration options. Implications for researchers and leaders in the field are discussed.",974.0,PRACTITIONER OBJECTIONS TO THE ACADEMIC ACCELERATION OF GIFTED-CHILDREN,1989.0
"THE EFFECTIVENESS OF THE SCHOOLWIDE ENRICHMENT MODEL ON SELECTED ASPECTS OF ELEMENTARY-SCHOOL CHANGE   This study examined the effectiveness of a year long application of the Schoolwide Enrichment Model in eleven schools. Subjects consisted of 1,698 elementary grade students, 236 teachers, 120 parents, and 10 principals. Data analysis revealed positive changes in student and teacher attitudes. Student creative products were numerous and exceeded the norm of typical student creative output. Most notable among qualitative data analysis were: remarkably favorable changes in attitudes toward education of the gifted on the part of classroom teachers and the general student population, large increases in student centered enrichment activities and work on self-selected interests, greater cooperation between classroom teachers and gifted education specialists, and more favorable attitudes toward special programming on the part of parents.",975.0,THE EFFECTIVENESS OF THE SCHOOLWIDE ENRICHMENT MODEL ON SELECTED ASPECTS OF ELEMENTARY-SCHOOL CHANGE,1989.0
"Book review: THINKING SKILLS THROUGHOUT THE CURRICULUM - A CONCEPTUAL DESIGN - PRESSEISEN,BZ    ",976.0,"Book review: THINKING SKILLS THROUGHOUT THE CURRICULUM - A CONCEPTUAL DESIGN - PRESSEISEN,BZ",1989.0
"Book review: GIFTED KIDS SPEAK OUT - DELISLE,J    ",977.0,"Book review: GIFTED KIDS SPEAK OUT - DELISLE,J",1989.0
