eng_full,no,title,year
RENZULLI IS RIGHT    ,1318.0,RENZULLI IS RIGHT,1980.0
THE PROFESSIONAL ARTIST - A TEACHER FOR THE GIFTED    ,1319.0,THE PROFESSIONAL ARTIST - A TEACHER FOR THE GIFTED,1980.0
PERFORMANCE OF A GROUP OF MATHEMATICALLY ABLE YOUTHS ON THE MATHEMATICS USAGE AND NATURAL-SCIENCES READINGS TESTS OF THE AMERICAN-COLLEGE TEST BATTERY VS THE SCHOLASTIC APTITUDE-TEST    ,1320.0,PERFORMANCE OF A GROUP OF MATHEMATICALLY ABLE YOUTHS ON THE MATHEMATICS USAGE AND NATURAL-SCIENCES READINGS TESTS OF THE AMERICAN-COLLEGE TEST BATTERY VS THE SCHOLASTIC APTITUDE-TEST,1980.0
Editorial: PRACTICAL MATTERS    ,1321.0,Editorial: PRACTICAL MATTERS,1980.0
INTERVENTION WITH UNDERACHIEVING GIFTED-CHILDREN - RATIONALE AND STRATEGIES    ,1322.0,INTERVENTION WITH UNDERACHIEVING GIFTED-CHILDREN - RATIONALE AND STRATEGIES,1980.0
4 FACES OF CREATIVITY - THE CONTINUING PLIGHT OF THE INTELLECTUALLY UNDERSERVED    ,1323.0,4 FACES OF CREATIVITY - THE CONTINUING PLIGHT OF THE INTELLECTUALLY UNDERSERVED,1980.0
"A PSYCHO-EDUCATIONAL PROFILE OF 1,593 GIFTED HIGH-SCHOOL-STUDENTS    ",1324.0,"A PSYCHO-EDUCATIONAL PROFILE OF 1,593 GIFTED HIGH-SCHOOL-STUDENTS",1980.0
LEARNING FROM AUTHORS IN PERSON AND IN MIXED MEDIA    ,1325.0,LEARNING FROM AUTHORS IN PERSON AND IN MIXED MEDIA,1980.0
ASSESSING READING AND WRITING OF THE GIFTED - THE WARP AND WOOF OF THE LANGUAGE PROGRAM    ,1326.0,ASSESSING READING AND WRITING OF THE GIFTED - THE WARP AND WOOF OF THE LANGUAGE PROGRAM,1980.0
"DIFFERENTIAL PLACEMENT OF HIGH-ACHIEVING AND LOW-ACHIEVING GIFTED PUPILS IN GRADES 4, 5, AND 6 ON MEASURES OF FIELD-DEPENDENCE FIELD INDEPENDENCE, CREATIVITY, AND SELF-CONCEPT    ",1327.0,"DIFFERENTIAL PLACEMENT OF HIGH-ACHIEVING AND LOW-ACHIEVING GIFTED PUPILS IN GRADES 4, 5, AND 6 ON MEASURES OF FIELD-DEPENDENCE FIELD INDEPENDENCE, CREATIVITY, AND SELF-CONCEPT",1980.0
FAMILY POSITIONS AND THE ATTAINMENT OF EMINENCE - A STUDY OF SPECIAL FAMILY POSITIONS AND SPECIAL FAMILY EXPERIENCES    ,1328.0,FAMILY POSITIONS AND THE ATTAINMENT OF EMINENCE - A STUDY OF SPECIAL FAMILY POSITIONS AND SPECIAL FAMILY EXPERIENCES,1980.0
A QUOTA SYSTEM FOR GIFTED MINORITY CHILDREN - COMMENT    ,1329.0,A QUOTA SYSTEM FOR GIFTED MINORITY CHILDREN - COMMENT,1980.0
"Editorial: CREATIVITY, GCQ, AND YOU    ",1330.0,"Editorial: CREATIVITY, GCQ, AND YOU",1980.0
WILL THE GIFTED-CHILD MOVEMENT BE ALIVE AND WELL IN 1990    ,1331.0,WILL THE GIFTED-CHILD MOVEMENT BE ALIVE AND WELL IN 1990,1980.0
LESSONS ABOUT GIFTEDNESS AND CREATIVITY FROM A NATION OF 115 MILLION OVERACHIEVERS    ,1332.0,LESSONS ABOUT GIFTEDNESS AND CREATIVITY FROM A NATION OF 115 MILLION OVERACHIEVERS,1980.0
SUPER SATURDAY - DESIGN AND IMPLEMENTATION OF PURDUE SPECIAL PROGRAM FOR GIFTED-CHILDREN    ,1333.0,SUPER SATURDAY - DESIGN AND IMPLEMENTATION OF PURDUE SPECIAL PROGRAM FOR GIFTED-CHILDREN,1980.0
THE USE OF DEVELOPMENTAL STAGE THEORY IN HELPING GIFTED-CHILDREN BECOME CREATIVE    ,1334.0,THE USE OF DEVELOPMENTAL STAGE THEORY IN HELPING GIFTED-CHILDREN BECOME CREATIVE,1980.0
ISSUES AND FUTURE-DIRECTIONS IN GIFTED EDUCATION    ,1335.0,ISSUES AND FUTURE-DIRECTIONS IN GIFTED EDUCATION,1980.0
THE LEARNING STYLE CHARACTERISTICS OF GIFTED STUDENTS    ,1336.0,THE LEARNING STYLE CHARACTERISTICS OF GIFTED STUDENTS,1980.0
A PROPOSED MODEL FOR A GIFTED ELEMENTARY-SCHOOL MATHEMATICS PROGRAM    ,1337.0,A PROPOSED MODEL FOR A GIFTED ELEMENTARY-SCHOOL MATHEMATICS PROGRAM,1980.0
SMPYS EVER-INCREASING D4    ,1338.0,SMPYS EVER-INCREASING D4,1980.0
