eng_full,no,title,year
ZEAL - ESSENTIAL TO SUPERIOR INTELLECTUAL ACHIEVEMENTS    ,1277.0,ZEAL - ESSENTIAL TO SUPERIOR INTELLECTUAL ACHIEVEMENTS,1981.0
"Book review: MATH SQUARED - STERN,D    ",1278.0,"Book review: MATH SQUARED - STERN,D",1981.0
PEER RELATIONSHIPS OF THE ACADEMICALLY GIFTED - A REVIEW    ,1279.0,PEER RELATIONSHIPS OF THE ACADEMICALLY GIFTED - A REVIEW,1981.0
"THE SOCIAL AND EMOTIONAL ADJUSTMENT OF YOUNG, INTELLECTUALLY-GIFTED CHILDREN    ",1280.0,"THE SOCIAL AND EMOTIONAL ADJUSTMENT OF YOUNG, INTELLECTUALLY-GIFTED CHILDREN",1981.0
"3 MYTHS - THE OVER-REPRESENTATION OF THE GIFTED AMONG DROPOUTS, DELINQUENTS, AND SUICIDES    ",1281.0,"3 MYTHS - THE OVER-REPRESENTATION OF THE GIFTED AMONG DROPOUTS, DELINQUENTS, AND SUICIDES",1981.0
Editorial: PROFESSIONAL TIME    ,1282.0,Editorial: PROFESSIONAL TIME,1981.0
"THE GIFTED-CHILD, THE FAMILY, AND THE SCHOOL    ",1283.0,"THE GIFTED-CHILD, THE FAMILY, AND THE SCHOOL",1981.0
PREDICTING THE CREATIVITY OF ELEMENTARY-SCHOOL-CHILDREN (1958-80) - AND THE TEACHER WHO MADE A DIFFERENCE    ,1284.0,PREDICTING THE CREATIVITY OF ELEMENTARY-SCHOOL-CHILDREN (1958-80) - AND THE TEACHER WHO MADE A DIFFERENCE,1981.0
"THE BLOOMING OF CREATIVE SCIENTISTS - EARLY, LATE AND OTHERWISE    ",1285.0,"THE BLOOMING OF CREATIVE SCIENTISTS - EARLY, LATE AND OTHERWISE",1981.0
THE ARTIST AND THE CHILD - A MODEL PROGRAM FOR THE ARTISTICALLY GIFTED    ,1286.0,THE ARTIST AND THE CHILD - A MODEL PROGRAM FOR THE ARTISTICALLY GIFTED,1981.0
FAST-PACED PRE-CALCULUS MATHEMATICS FOR TALENTED JUNIOR-HIGH STUDENTS - 2 RECENT SMPY PROGRAMS    ,1287.0,FAST-PACED PRE-CALCULUS MATHEMATICS FOR TALENTED JUNIOR-HIGH STUDENTS - 2 RECENT SMPY PROGRAMS,1981.0
CORRECTION    ,1288.0,CORRECTION,1981.0
USING BIBLIOTHERAPY WITH GIFTED-CHILDREN    ,1289.0,USING BIBLIOTHERAPY WITH GIFTED-CHILDREN,1981.0
A COMPONENTIAL THEORY OF INTELLECTUAL GIFTEDNESS    ,1290.0,A COMPONENTIAL THEORY OF INTELLECTUAL GIFTEDNESS,1981.0
HUMAN-RELATIONS IN EDUCATION - A RATIONALE FOR A CURRICULUM IN INTER-PERSONAL COMMUNICATION-SKILLS FOR GIFTED STUDENTS - GRADE K-12    ,1291.0,HUMAN-RELATIONS IN EDUCATION - A RATIONALE FOR A CURRICULUM IN INTER-PERSONAL COMMUNICATION-SKILLS FOR GIFTED STUDENTS - GRADE K-12,1981.0
MEDIA MIRRORS OF THE GIFTED    ,1292.0,MEDIA MIRRORS OF THE GIFTED,1981.0
THE NATURE OF GIFTEDNESS AND TALENT    ,1293.0,THE NATURE OF GIFTEDNESS AND TALENT,1981.0
IMPROVING TEACHER ATTITUDES TOWARD CHARACTERISTICS OF THE CREATIVELY GIFTED    ,1294.0,IMPROVING TEACHER ATTITUDES TOWARD CHARACTERISTICS OF THE CREATIVELY GIFTED,1981.0
LEADERSHIP - A CONCEPTUAL-FRAMEWORK FOR RECOGNIZING AND EDUCATING    ,1295.0,LEADERSHIP - A CONCEPTUAL-FRAMEWORK FOR RECOGNIZING AND EDUCATING,1981.0
COUNSELING THE CULTURALLY DIVERSE GIFTED    ,1296.0,COUNSELING THE CULTURALLY DIVERSE GIFTED,1981.0
ARE YOU A GIFTED PARENT OF A GIFTED-CHILD    ,1297.0,ARE YOU A GIFTED PARENT OF A GIFTED-CHILD,1981.0
"INTELLIGENCE, HANDEDNESS, AND CEREBRAL HEMISPHERIC PREFERENCE IN GIFTED ADOLESCENTS    ",1298.0,"INTELLIGENCE, HANDEDNESS, AND CEREBRAL HEMISPHERIC PREFERENCE IN GIFTED ADOLESCENTS",1981.0
SCHOOL AND MUSEUM - A PARTNERSHIP FOR LEARNING    ,1299.0,SCHOOL AND MUSEUM - A PARTNERSHIP FOR LEARNING,1981.0
