eng_full,no,title,year
"Book Review: Renzulli, J. S. NEW DIRECTIONS IN CREATIVITY (Three Work-books), New York: Harper-Row, 1973    ",1823.0,"Book Review: Renzulli, J. S. NEW DIRECTIONS IN CREATIVITY (Three Work-books), New York: Harper-Row, 1973",1973.0
Do Gifted Kids Always Know What Is Best for Them?    ,1824.0,Do Gifted Kids Always Know What Is Best for Them?,1973.0
Displaced Aggression    ,1825.0,Displaced Aggression,1973.0
Debate On the Gifted Child    ,1826.0,Debate On the Gifted Child,1973.0
"Creativity, Giftedness, Values and the Fabric of Today's Society    ",1827.0,"Creativity, Giftedness, Values and the Fabric of Today's Society",1973.0
Improving Predictions of the Adult Creative Achievement of Gifted Girls By Using Autobiographical Information    ,1828.0,Improving Predictions of the Adult Creative Achievement of Gifted Girls By Using Autobiographical Information,1973.0
The Gifted Child With Learning Disabilities    ,1829.0,The Gifted Child With Learning Disabilities,1973.0
Imagination Imagery of Children and the Production of Analogy    ,1830.0,Imagination Imagery of Children and the Production of Analogy,1973.0
Giftedness and Leadership    ,1831.0,Giftedness and Leadership,1973.0
The Gifted Child in the Affective Domain    ,1832.0,The Gifted Child in the Affective Domain,1973.0
The Gifted Child With Learning Disabilities: Continued from page 97    ,1833.0,The Gifted Child With Learning Disabilities: Continued from page 97,1973.0
"Creativity: Person, Product, or Process?    ",1834.0,"Creativity: Person, Product, or Process?",1973.0
Practicum Activities for Students and Gifted Children in a University Course    ,1835.0,Practicum Activities for Students and Gifted Children in a University Course,1973.0
The View From Myopia    ,1836.0,The View From Myopia,1973.0
"Book Review: Sanderlin, Owenita. TEACHING GIFTED CHILDREN. Cranbury, N.J.: A. S. Barnes and Co. (08512), 190 pp., $6.95, 1973    ",1837.0,"Book Review: Sanderlin, Owenita. TEACHING GIFTED CHILDREN. Cranbury, N.J.: A. S. Barnes and Co. (08512), 190 pp., $6.95, 1973",1973.0
A Farrago of Fun: Children's Books for Light Summer Reading    ,1838.0,A Farrago of Fun: Children's Books for Light Summer Reading,1973.0
What To Do When You Discover a Child Is Gifted and Interested in Language or One-Hundred Ways To Tickle Your Fancy With Language and Linguistics    ,1839.0,What To Do When You Discover a Child Is Gifted and Interested in Language or One-Hundred Ways To Tickle Your Fancy With Language and Linguistics,1973.0
Giftedness and the Self-Concept    ,1840.0,Giftedness and the Self-Concept,1973.0
"Art, music of AP students judged at Rider    ",1841.0,"Art, music of AP students judged at Rider",1973.0
Non-Test Indicators of Creative Talent Among Disadvantaged Children    ,1842.0,Non-Test Indicators of Creative Talent Among Disadvantaged Children,1973.0
An Acrostic for the Gifted Child and Adult    ,1843.0,An Acrostic for the Gifted Child and Adult,1973.0
Discipline: Perspective Prescription for Giftedness    ,1844.0,Discipline: Perspective Prescription for Giftedness,1973.0
The Accelerated    ,1845.0,The Accelerated,1973.0
Bio-Feedback: Fact and Fantasy!: Does It Hold Implication for Gifted Education?    ,1846.0,Bio-Feedback: Fact and Fantasy!: Does It Hold Implication for Gifted Education?,1973.0
Vibrations Can Be Negative or Positive: Editorial Comment    ,1847.0,Vibrations Can Be Negative or Positive: Editorial Comment,1973.0
Giftedness and Careers    ,1848.0,Giftedness and Careers,1973.0
Giftedness and Health    ,1849.0,Giftedness and Health,1973.0
Old English May Day At Earlham College    ,1850.0,Old English May Day At Earlham College,1973.0
Achievement of Autonomy and Other Developmental Tasks in Bright and Average Adolescents    ,1851.0,Achievement of Autonomy and Other Developmental Tasks in Bright and Average Adolescents,1973.0
The Loner    ,1852.0,The Loner,1973.0
Giftedness Continues To Be Rejected    ,1853.0,Giftedness Continues To Be Rejected,1973.0
The View From Myopia    ,1854.0,The View From Myopia,1973.0
Gifted Girls and Boys Can Find Inspiration in Greek Myths Even as Did Classical Artists    ,1855.0,Gifted Girls and Boys Can Find Inspiration in Greek Myths Even as Did Classical Artists,1973.0
