eng_full,no,title,year
"The Identification of Students Who Are Gifted and Have a Learning Disability: A Comparison of Different Diagnostic Criteria twice-exceptional; identification; assessment; cognitive abilities; learning disability Students who are gifted and have a learning disability (GLD) may not be identified, in part because of disagreement regarding appropriate identification criteria. In this study, suggested GLD identification criteria were applied to a nationally representative sample of school-age students to determine the number and characteristics of students identified by each set of GLD criteria. Many but not all students identified as potentially GLD had relative weaknesses in lower order processing abilities and achievement, as hypothesized for this population. Students also exhibited academic strengths, which suggests dual differentiation would be appropriate. Commonly used intraindividual discrepancy criteria identified most potentially gifted students as potentially learning disabled; therefore, these are not valid stand-alone criteria to identify learning disabilities in gifted youth. Results suggest it may be best to combine alternative gifted criteria, an intraindividual LD criterion, and examination of absolute deficits in processing and achievement. Additional implications for research and practice are discussed.",55.0,The Identification of Students Who Are Gifted and Have a Learning Disability: A Comparison of Different Diagnostic Criteria,2018.0
"Making the Cut in Gifted Selection: Score Combination Rules and Their Impact on Program Diversity Identification; assessment; cut-scores; diversity The recommendation of using multiple measures is common in policy guidelines for gifted and talented assessment systems. However, the integration of multiple test scores in a system that uses cut-scores requires choosing between different methods of combining quantitative scores. Past research has indicated that OR combination rules (where any one score must meet the cutoff) have been shown to identify the largest number of students compared with AND (where all scores must meet cutoff) and AVERAGE (where the numerical average is used) rules. We extended this work to a real data set (Grades K to 5 from the CogAT 7 national standardization data) and found that the different combination rules led to differences in the number and diversity of students identified. However, we found these diversity differences were due mainly to the identified pool size and not to the effects of the particular combination rule. This has important implications for practice.",56.0,Making the Cut in Gifted Selection: Score Combination Rules and Their Impact on Program Diversity,2018.0
"ASD Screening Measures for High-Ability Youth With ASD: Examining the ASSQ and SRS ASSQ; SRS; twice-exceptional; intellectual giftedness; autism spectrum disorder High-ability youth diagnosed with autism spectrum disorder (ASD) historically have been neglected within samples validating ASD screening measures, and consensus for what constitutes high ability has not been established. The Autism Spectrum Screening Questionnaire (ASSQ) and Social Responsiveness Scale (SRS) are two common screening tools for ASD used within research and practice settings. We investigated the accuracy of the ASSQ and SRS for ASD identification among a sample of 23 high-ability youth previously diagnosed with ASD. Results suggest both ASSQ and SRS measures inconsistently screened for ASD. The high-ability students with ASD scored significantly lower on the SRS total score and social cognition, communication, and motivation subscales, suggesting potential phenotypic differences among high-ability youth with ASD that could inform assessment and intervention strategies.",57.0,ASD Screening Measures for High-Ability Youth With ASD: Examining the ASSQ and SRS,2018.0
"Linking Teacher and Parent Ratings of Teacher-Nominated Gifted Elementary School Students to Each Other and to School Grades teacher ratings; parent ratings; accuracy; halo effects; relations between teacher and parent ratings; connecting ratings to school grades This study investigated teacher and parent ratings of teacher-nominated gifted elementary school students' verbal abilities, mathematical abilities, deductive reasoning, creative thinking, and engagement, and connected these ratings to school grades. Teacher and parent ratings were compared with regard to accuracy levels and halo effects. Furthermore, this study explored the correlations between teacher and parent ratings and how they are related to school grades. The study was based on data from 572 elementary school students participating in an enrichment program. The results indicated the same accuracy levels for teachers and parents. However, teacher ratings were more strongly affected by halo effects than parent ratings. The correlations between teacher and parent ratings were small to medium. Both raters' ratings were independently and positively associated with German grades when controlling for each other. Positive teacher or parent ratings of mathematical abilities and engagement buffered the relation between the other rater's ratings and math grades.",58.0,Linking Teacher and Parent Ratings of Teacher-Nominated Gifted Elementary School Students to Each Other and to School Grades,2018.0
How to Become a More Effective Reviewer professional development; peer review; mentoring  ,59.0,How to Become a More Effective Reviewer,2018.0
"Poverty, Academic Achievement, and Giftedness: A Literature Review special populations; underserved gifted; low income; identification; programming; service delivery models In this article, we review research on poverty, both poverty rates and the effects of poverty on academic achievement more generally and on the identification and services for low-income gifted children specifically. This review sets the stage for further discussion of the research findings on identification practices including the efficacy of various approaches to increase the identification of gifted students in poverty. We then review research on the effectiveness of programs designed specifically to identify students with potential and support them through talent development services. Finally, we conclude the literature review with recommendations for future research.",60.0,"Poverty, Academic Achievement, and Giftedness: A Literature Review",2018.0
"A Comparison of Perceptions of Barriers to Academic Success Among High-Ability Students From High- and Low-Income Groups: Exposing Poverty of a Different Kind low income; special populations; underserved gifted; high income; qualitative methodologies; middle school; age; developmental stage In 14 focus group interviews, sixth- to eighth-grade high-ability students from high- (n = 36) and low-income (n = 45) families were asked to describe the barriers they perceived to their academic success. Three themes were identified through the qualitative analysis: Constraining Environments, Integration versus Isolation, and Resource Plenty versus Resource Poor. Students in both groups experienced environments not conducive to learning, inhibiting peers, and teachers as a barrier. Students in the low-income group described mayhem in their schools, which interfered significantly with learning. These students were highly integrated in their school community, whereas the students in the high-income group were socially isolated from both peers and teachers. Both groups exhibited issues of poor fit within their schools: autonomy and competence for both, relatedness for students in the high-income group. Attention to these issues will help support these students in achieving their potential.",61.0,A Comparison of Perceptions of Barriers to Academic Success Among High-Ability Students From High- and Low-Income Groups: Exposing Poverty of a Different Kind,2018.0
Introduction to the Special Issue on Gifted Students From Low-Income Households    ,62.0,Introduction to the Special Issue on Gifted Students From Low-Income Households,2018.0
"Disentangling the Roles of Institutional and Individual Poverty in the Identification of Gifted Students hierarchical linear modeling; quantitative methodologies; identification; elementary; age; developmental stage; low income; special populations; underserved gifted Although the relationships between family income and student identification for gifted programming are well documented, less is known about how school and district wealth are related to student identification. To examine the effects of institutional and individual poverty on student identification, we conducted a series of three-level regression models. Students of poverty are generally less likely to be identified for gifted services, even after controlling for prior math and reading achievement. Furthermore, school poverty predicts the percentage of gifted students identified in a school. Within districts, even after controlling for reading and math scores, the poorer schools in a district have lower identification rates. Whereas students of poverty are generally less likely to be identified for gifted services, poor students in poor schools are even less likely to be identified as gifted.",63.0,Disentangling the Roles of Institutional and Individual Poverty in the Identification of Gifted Students,2018.0
"Investigating the Intersection of Poverty and Race in Gifted Education Journals: A 15-Year Analysis poverty; giftedness; race; students of color; gifted education; content analysis Using a two-phase content analysis approach, this study examined how education scholars have discussed the intersection of giftedness, race, and poverty in gifted academic journals from 2000 to 2015. Specifically, the authors explored the following questions: (a) What are the characteristics of studies published that explore the intersection of giftedness, poverty, and students of color? (b) How do scholars discuss and theorize about how to recruit and retain gifted students of color who come from families living in poverty? (c) In what ways do scholars discuss the intersection of race and poverty for gifted students of color? Findings indicated that while studies were focused on students of color, there was limited discussion about the impact of race and poverty on the recruitment and retention of gifted students of color who come from families living in poverty. Implications and future research are discussed.",64.0,Investigating the Intersection of Poverty and Race in Gifted Education Journals: A 15-Year Analysis,2018.0
"Closing Poverty-Based Excellence Gaps: Conceptual, Measurement, and Educational Issues identification; assessment; policy; policy analysis; programming; service delivery models; low income; special populations; underserved gifted; teacher preparation; induction The number of economically vulnerable students in the United States is large and growing. In this article, we examine income-based excellence gaps and describe recent controversies in the definition and measurement of poverty, with an eye toward their application to gifted education and meeting the needs of talented, economically vulnerable students. Regardless of how poverty is conceptualized, evidence suggests that U.S. childhood poverty rates are indeed high, both in absolute terms and relative to other countries, and that income-related achievement disparities are similarly large. Recommendations are included for interventions to close persistent poverty excellence gaps, including frontloading, broadened understanding of opportunity, universal screening using local norms, improved educator preparation and support, state K-12 accountability systems that reward schools for closing excellence gaps, widespread use of ability grouping, and selective use of psychosocial interventions at the college level.",65.0,"Closing Poverty-Based Excellence Gaps: Conceptual, Measurement, and Educational Issues",2018.0
Achievement Unlocked: Effective Curriculum Interventions With Low-Income Students poverty; low-income; special populations; underserved gifted This article explores the world of curriculum intervention for gifted students from low-income and culturally diverse backgrounds. It delineates both general and specific approaches to practices that can be used in classrooms and beyond. Affective and conative concerns are addressed as they have an impact on motivation and learning. Efforts toward more positive intervention at these levels are both necessary and important to future student success and satisfaction. Breaking the cycle of poverty in respect to educational disadvantages can and should be consistently addressed and overcome.,66.0,Achievement Unlocked: Effective Curriculum Interventions With Low-Income Students,2018.0
"Early Opportunities to Strengthen Academic Readiness: Effects of Summer Learning on Mathematics Achievement hierarchical linear modeling; quantitative methodologies; mathematics; curriculum; early childhood; age; developmental stage; low income; special populations; underserved gifted Students who come from low-income backgrounds tend to be underidentified and underserved in gifted education. Early interventions with learners of high potential from underserved groups, including exposure to challenging curriculum and summer opportunities, are important for nurturing these students' talents and preparing them for advanced learning opportunities in later school years. Project SPARK, based on the Young Scholars model, focuses on recognizing and responding to high-potential learners from underserved populations in the early grades. In this study, we examined the effects on mathematics achievement of participation in a summer program as part of Project SPARK in schools with substantial populations of students in poverty, as demonstrated by percentage of students eligible for free or reduced lunch. We examined summer program effects on achievement for the sample overall and specifically for students from low-income backgrounds. Students who participated in the summer program made moderately larger mathematics achievement gains than students who did not participate, with Cohen's d-type effect sizes of 0.92. Students who qualified for free or reduced lunch saw similar gains over the summer if they participated in the summer program, indicating that the summer program experience was supportive for students across a range of income backgrounds.",67.0,Early Opportunities to Strengthen Academic Readiness: Effects of Summer Learning on Mathematics Achievement,2018.0
"An Examination of High-Achieving First-Generation College Students From Low-Income Backgrounds qualitative methodologies; first-generation college students; low-income backgrounds; high-achieving students Experiences of 10 high-achieving first-generation college students from low-income backgrounds were the focus of this qualitative research study. Family adversity and difficult personal experiences during adolescence were major themes; however, students benefitted from emotionally supportive K-12 educators and academic rigor in high school. Sustained family pride helped to keep them focused on reaching their goals, as well as intellectual engagement at the university, and influential mentors. The 10 participants developed a strong sense of purpose at the university and graduated well prepared for careers and graduate school. Implications of the findings are presented along with suggestions for designing effective university experiences for talented first-generation students.",68.0,An Examination of High-Achieving First-Generation College Students From Low-Income Backgrounds,2018.0
"A Talent for Tinkering: Developing Talents in Children From Low-Income Households Through Engineering Curriculum biography; curriculum; engineering; poverty; talent development; talent spotting Guided by the theoretical framework of curriculum as a platform for talent development, this quasi-experimental field study investigated an intervention focused on engineering curriculum and curriculum based on a biography of a scientist through a comparative design implemented in low-income schools. Student outcome measures included science content achievement, engineering knowledge, and engineering engagement. The sample comprised 1,387 Grade 1 students across 62 classrooms. Multilevel modeling was used separately for each of the three student outcome measures. The intervention resulted in an effect size of 0.28 on an out-of-level science content assessment and effect size of 0.66 for the engineering knowledge measure. Students in the intervention group reported a high level of engineering engagement. General education teachers were trained to implement the curricula through a summer institute and received coaching throughout the subsequent academic year. Evidence suggests the intervention functioned as a talent-spotting tool as teachers reported they would nominate a substantial portion of low-income and culturally diverse students for subsequent gifted and talented services. Discussion focused on the match between the needs and preferences of students from low-income households for hands-on design experiences and the curricular affordances in the engineering domain as a talent development pathway for young, poor children.",69.0,A Talent for Tinkering: Developing Talents in Children From Low-Income Households Through Engineering Curriculum,2018.0
